content,meta,ort,region,years,split_nr
I mitten av 2019 passerade Nykvarn 11 000 invånare.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nykvarn,Stockholm,2020–2023,5
"Åldersfördelning 2017 av 10120 invånare  Utrikes födda 12% Medelåldern 2018 var i Nykvarn 39,2 och i riket 41,2 I Nykvarns kommun finns 489 företag varav de flesta är små företag.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Nykvarn,Stockholm,2020–2023,6
"Stora arbetsgivare är Tikkurila Sverige AB, AB Alfort & Cronholm, Volkswagen Group Sverige AB, Aditro Logistics AB och Nykvarns kommun.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Nykvarn,Stockholm,2020–2023,7
"I Nykvarns kommun finns åtta kommunala förskolor samt en fristående förskola, fyra kommunala grundskolor samt en fristående gymnasieskola.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Nykvarn,Stockholm,2020–2023,8
Nykvarn har ett rikt föreningsliv.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Nykvarn,Stockholm,2020–2023,9
"Bibliotekets samarbeten  Regionbibliotek Stockholm Södertörnssamarbetet – Nynäshamns bibliotek, Salems bibliotek, Södertälje bibliotek och Nykvarns bibliotek.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Nykvarn,Stockholm,2020–2023,10
NYKVARNS KOMMUN,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Nykvarn,Stockholm,2020–2023,11
"BIBLIOTEKSPLAN  Kunskap, bildning, demokrati Vision  Samtliga medborgare inom kommunen ska ha tillgång till god och fri biblioteksverksamhet.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
"Enligt bibliotekslagen 2 §: ”Biblioteken i det allmänna biblioteksväsendet ska verka för det demokratiska samhällets utveckling genom att bidra till kunskapsförmedling och fri åsiktsbildning.” ”Biblioteken i det allmänna biblioteksväsendet ska främja litteraturens ställning och intresset för bildning, upplysning, utbildning och forskning samt kulturell verksamhet i övrigt.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
Biblioteksverksamhet ska finnas tillgänglig för alla.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
Mål  Både nytillkomna och redan etablerade språkgrupper ska uppmärksammas av biblioteket genom litteraturinköp och kulturevenemang.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nykvarn,Stockholm,2020–2023,3
"Biblioteket ska anordna kulturella evenemang för barn, unga och vuxna och flytta ut sin verksamhet vid marknader, mässor och sommarverksamhet i kommunens regi.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nykvarn,Stockholm,2020–2023,4
"Biblioteket ska vara en resurs för alla oavsett ålder, etnicitet, sexuell läggning (HBTQperspektiv), kön religion, nationalitet, språk, samhällsklass eller funktionsnedsättning, vilket definieras i bibliotekslagen.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nykvarn,Stockholm,2020–2023,5
"Nyckeltal     Antal nyinköpta medier Antal program för vuxna/år Antal program för barn och unga/år  Mål  Biblioteket ska samverka med äldreboenden, förskolor, barnavårdcentral och kommunens föreningar samt erbjuda service för de medborgare och verksamheter som har svårt att besöka biblioteket.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Nykvarn,Stockholm,2020–2023,6
NYKVARNS KOMMUN,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Nykvarn,Stockholm,2020–2023,7
BIBLIOTEKSPLAN  Främja läsning Vision  Det står i bibliotekslagen7§ ”Folkbiblioteken ska särskilt främja läsning och tillgång till litteratur.” Folkbiblioteket ska förmedla litteratur och främja läsning för alla och också fungera som en kunskaps och informationskälla för alla.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
Folkbiblioteken ska ägna särskild uppmärksamhet åt barn och ungdomar för att främja deras språkutveckling och stimulera till läsning.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
Folkbiblioteket ska arbeta läsfrämjande med förskolebarn för att främja deras språkutveckling.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
Mål  Öka utlåningen och användningen av folkbiblioteket.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nykvarn,Stockholm,2020–2023,3
"Folkbiblioteket ska erbjuda smal och bred, både populär och svåråtkomlig litteratur i olika format och film, vilket ökar medborgarnas valfrihet.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nykvarn,Stockholm,2020–2023,4
Biblioteket ska  eftersträva engagerade och aktiva medborgare och låta efterfrågan vara vägledande vid inköp av media  erbjuda fjärrlån vid behov  medverka vid sammankomster med anknytning till vuxnas läsning  bidra till barn och ungdomars språkutveckling och stimulera till deras läsning  tillhandahålla litteratur som lockar till läsning för barn och unga  bidra till att överbrygga läshinder för personer med funktionsnedsättning Nyckeltal  Antal elån/invånare Antal utlån fysisk media Antal inköpsförslag/år  NYKVARNS KOMMUN,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nykvarn,Stockholm,2020–2023,5
Vision  Folkbiblioteket ska ha en relevant biblioteksverksamhet som tilltalar barn och unga samt personer med funktionshinder och människor med andra språk än svenska som modersmål.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
Bibliotekslagen 4 § ”Biblioteken i det allmänna biblioteksväsendet ska ägna särskild uppmärksamhet åt personer med funktionsnedsättningar”.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
Bibliotekslagen 5 § ”Biblioteken i det allmänna biblioteksväsendet ska ägna särskild uppmärksamhet åt de nationella minoriteterna och personer som har annat modersmål än svenska”.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
Biblioteket ska ha alla medborgare i fokus och arbeta för likabehandling och inkludering.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nykvarn,Stockholm,2020–2023,3
"BIBLIOTEKSPLAN  Barn, unga och prioriterade målgrupper  Mål  Folkbiblioteket har som mål att tillhandahålla         litteratur som lockar till läsning för barn och unga samt stimulerar fantasin, lusten till läsning och främjar språkutvecklingen aktiviteter som riktar sig till barn och unga litteratur på andra språk än svenska litteratur på minoritetsspråken litteratur på finska, kommunen tillhör finskt förvaltningsområde lättläst litteratur litteratur anpassad för personer med funktionsnedsättning  Nyckeltal  Antal titlar på andra språk Antal lån av barn och ungdomsböcker Aktiviteter för barn och unga  NYKVARNS KOMMUN","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nykvarn,Stockholm,2020–2023,4
"Vision  Öka den digitala delaktigheten i kommunen I bibliotekslagen § 7 står ”Folkbiblioteken ska verka för att öka kunskapen om hur informationsteknik kan användas för kunskapsinhämtning, lärande och delaktighet i kulturlivet” Mål        Att vara en central resurs i kommunens arbete för digital delaktighet.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
Kompetensutveckla personalen kontinuerligt inom medie‐ och informationskunnighet.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
Utveckla det digitala biblioteket.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
Utveckla användandet av biblioteket på webben.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nykvarn,Stockholm,2020–2023,3
Det digitala biblioteket ska konstant vara under utveckling och tillgängligt dygnet runt.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nykvarn,Stockholm,2020–2023,4
Biblioteket ska kontinuerligt erbjuda digitala tjänster för kommunens medborgare.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nykvarn,Stockholm,2020–2023,5
"BIBLIOTEKSPLAN  Digitala biblioteket  Nyckeltal  Antal besök på 24timmarsbiblioteket Antal aktiviteter knutna till digital delaktighet (t.ex. visa etjänster, temaveckor)  NYKVARNS KOMMUN","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Nykvarn,Stockholm,2020–2023,6
"Vision  Öka den digitala delaktigheten i kommunen I bibliotekslagen § 7 står ”Folkbiblioteken ska verka för att öka kunskapen om hur informationsteknik kan användas för kunskapsinhämtning, lärande och delaktighet i kulturlivet” Mål  Skolbibliotekens huvudsakliga uppdrag är att arbeta läsfrämjande samt att främja och stödja elevernas möjlighet till nationell måluppfyllelse.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
"Folkbiblioteket är en del i det livslånga lärandet, där du kan få hjälp med studielitteratur och en plats att sitta och studera vid.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
BIBLIOTEKSPLAN  Lärande och utveckling  Oavsett var i utbildningsstegen invånarna befinner sig finns biblioteket som en resurs.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
"På folkbiblioteket finns studierum, trådlöst nätverk samt datorer för biblioteksbesökare.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nykvarn,Stockholm,2020–2023,3
Genom bibliotekets fjärrlånesystem kan åtkomst ges till litteratur från hela landet.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nykvarn,Stockholm,2020–2023,4
Biblioteket ska ge tillgång till och kunskap om modern informationsteknik samt källkritik.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nykvarn,Stockholm,2020–2023,5
Folkbiblioteket ska ha ett nära samarbete med grundskolan.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Nykvarn,Stockholm,2020–2023,6
Eleverna ska tillgång till skolbibliotek under skoltid.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Nykvarn,Stockholm,2020–2023,7
Folkbiblioteket ska vara ett komplement i lärprocessen och även vara en naturlig mötesplats under barnens fritid.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Nykvarn,Stockholm,2020–2023,8
Såväl skol som folkbibliotek ska bidra med hög kompetens och bevakning av kultur inom barn och ungdomsområdet.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Nykvarn,Stockholm,2020–2023,9
Folk och skolbiblioteken samarbetar för att barn och unga ska känna sig välkomna och få ett gott bemötande av personalen.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Nykvarn,Stockholm,2020–2023,10
"Nyckeltal  Antal bokprat Antal studieplatser, skol och folkbibliotek Antal lån/elev (skola) Samarbeten  Folk och skolbibliotek använder samma bibliotekssystem vilket gör att samarbetet, tex.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Nykvarn,Stockholm,2020–2023,11
låna böcker mellan verksamheterna underlättas.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Nykvarn,Stockholm,2020–2023,12
Genom gemensamma möten utvecklas och informeras båda verksamheterna.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Nykvarn,Stockholm,2020–2023,13
NYKVARNS KOMMUN,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Nykvarn,Stockholm,2020–2023,14
" BIBLIOTEKSPLAN  ”Nykvarn kan erbjuda människor att komma nära mycket av det som är viktigt i livet: naturen, skolan och varandra, familjen, grannarna och föreningslivet.","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nykvarn,Stockholm,2020–2023,0
Det är närheten som är storheten med Nykvarn.,"{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nykvarn,Stockholm,2020–2023,1
"Den måste vi värna, även när vi växer.”  NYKVARNS KOMMUN","{'ort': 'Nykvarn', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nykvarn,Stockholm,2020–2023,2
BIBLIOTEKSPLAN FÖR SOLLENTUNA KOMMUN Plan för folk och  Kultur och fritidskontoret samt utbildningskontoret  Lagringsplats: I:\KulturFritid\Emelie\Biblioteksplan\BIBLIOTEKSPLAN FÖR SOLLENTUNA KOMMUN 20202021 slutversion.docx,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
"Sollentuna kommun / 20191008  Innehållsförteckning    De kommunala biblioteksverksamheterna i Sollentuna kommun .................................................... 4   Sollentuna kommuns skolbibliotek................................. 4   Grundskolan .................................................................. 4   Skollag och läroplan ...................................................... 4   Skolinspektionens krav .................................................. 4   Fysisk närhet och funktion för skolbiblioteket ................ 5   Kommunala grundskolor i Sollentuna ............................ 5   Skolbibliotek i Sollentuna kommun ................................ 5   Gymnasieskolan ............................................................ 8   Sollentuna kommuns folkbibliotek ................................. 8   Sollentuna bibliotek, huvudbiblioteket ............................ 9   Arenabiblioteken ............................................................ 9   Boken kommer hem ...................................................... 9       Prioriterade målgrupper för den allmänna   Prioriterade målgrupper för folkbiblioteken ...................10   Folkbibliotekens prioriterade områden ....................10   Väcka läslust hos alla med fokus på barn och unga .....11   Stärka flerspråkighet .....................................................12   Det digitala biblioteket ..................................................12   Arena för folkbildning och information ..........................13   Planering, genomförande och uppföljning ...............13   Planering, genomförande och uppföljning av prioriterade     Slutredovisning biblioteksplanen ..................................14","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
"Sollentuna kommun / 20191008  Enligt bibliotekslagen, (SFS 2013:891) § 17 ska kommuner och landsting anta biblioteksplaner för sin verksamhet på biblioteksområdet.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
Kommunen är huvudman för samtlig kommunal biblioteksverksamhet och det är också denna verksamhet som ska omfattas av biblioteksplanen.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
I Sollentuna kommun finns kommunala skolbibliotek samt folkbibliotek.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
Skolbiblioteken är sorterade under utbildningsnämnden medan folkbiblioteken är placerade under kultur och fritidsnämnden.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
Biblioteksplanen för Sollentuna kommun är tvåårig och beskriver till merparten folkbibliotekens roll under den kommande perioden.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
Planen är styrande för kommunens biblioteksverksamhet och ska ge vägledning vid prioriteringar av utvecklingsinsatser och strategier.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
Planen ska fungera som ett förankringsverktyg gentemot bibliotekets verksamhet och beskriva den inriktning för verksamheterna som kommunen prioriterat för åren 2020 – 2021.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
Anledningen till att Sollentuna kommuns biblioteksplan är tvåårig är två:  1.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Då huvudfolkbiblioteket kommer att flytta in i det renoverade kommunhuset kommer förutsättningarna för folkbiblioteket förändras från och med 2022 varför denna plan endast gäller fram till dess.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
2.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"Sollentuna kommun vill ta ett större helhetsgrepp om bibliotekets roll i lokalsamhället, detta gäller både folkbiblioteket och skolbibliotekens verksamhet.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
"Det innebär att ett mer intensivt interkommunalt samarbete ska inledas för att få en tydligare gemensam bild över kommunens biblioteksverksamhet, kring till exempel gemensamma utmaningar, utvecklingsområden, ansvar och gränsdragningar.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Sollentuna,Stockholm,2020–2023,11
Sollentuna kommun / 20191008  2 De kommunala biblioteksverksamheterna i Sollentuna kommun Inom Sollentuna kommuns ansvarsområde finns skolbibliotek samt folkbibliotek.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
"Dessa sorterar under olika nämnder, vilket är anledningen till att kommunens biblioteksplan ska antas av kommunfullmäktige.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
2.1 Sollentuna kommuns skolbibliotek Skollagen (SFS 2010:800) Den kommunala grund och gymnasieskolan regleras av skollagen.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
Nya bestämmelser som trädde i kraft 2011 anger att skolbiblioteket ingår i skolans pedagogiska verksamhet med syfte att hjälpa elever och lärare att nå de uppsatta målen.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
Biblioteken erbjuder en ordnad resurs av blandade media och information som ska stötta skolan att kunna erbjuda en tidsenlig undervisning.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
"2.2.1 Skollag och läroplan I den nya skollagens kapitel om huvudmän och ansvarsfördelning har man lagt till en bestämmelse om elevers tillgång till skolbibliotek, där står att eleverna i grundskolan, grundsärskolan, specialskolan, sameskolan, gymnasieskolan och gymnasiesärskolan ska ha tillgång till skolbibliotek.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
"I läroplanen för grundskolan, förskoleklassen och fritidshemmet framhålls rektorns ansvar för ”bibliotek”.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
Avsnittet om rektorns ansvar innehåller en uppräkning av ett antal områden där rektor ”inom givna ramar” har ett särskilt ansvar.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Skolverket definierar ett skolbibliotek som ”en gemensam och ordnad resurs av medier och information som ställts till elevernas och lärarnas förfogande med hjälp av kompetent personal”.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
Varken i skollagen eller i bibliotekslagen finns det några bestämmelser som ställer krav på att det ska finnas en skolbibliotekarie.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"2.2.2 Skolinspektionens krav Följande krav ska vara uppfyllda, enligt Skolinspektionen, för att eleverna ska anses ha tillgång till skolbibliotek: 1.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
Eleverna har tillgång till ett skolbibliotek i den egna skolenhetens lokaler eller på rimligt avstånd från skolan som gör det möjligt att kontinuerligt använda biblioteket som en del av elevernas utbildning för att bidra till att nå målen för denna.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Sollentuna,Stockholm,2020–2023,11
2.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Sollentuna,Stockholm,2020–2023,12
"Biblioteket omfattar böcker, facklitteratur och skönlitteratur, informationsteknik och andra medier.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Sollentuna,Stockholm,2020–2023,13
3.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Sollentuna,Stockholm,2020–2023,14
Biblioteket är anpassat till elevernas behov för att främja språkutveckling och stimulera till läsning.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Sollentuna,Stockholm,2020–2023,15
Sollentuna kommun / 20191008  2.2.3 Fysisk närhet och funktion för skolbiblioteket En vanlig fråga är om en skolenhet måste ha ett eget bibliotek eller om eleverna i stället kan hänvisas till exempelvis ett allmänt bibliotek eller till en annan skolenhets skolbibliotek.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
"Lagens val av uttrycket ”tillgång till”, i stället för att reglera att varje skolenhet ska ha ett skolbibliotek, öppnar för olika fysiska lösningar, under förutsättning att kraven på hur skolbiblioteket ska fungera är uppfyllda.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
"Skolbiblioteket bör därför ligga så att det går att använda i undervisningen, antingen i skolans egna lokaler eller på rimligt avstånd från skolan.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
"Förutom den fysiska lösningen är ett grundläggande krav att skolbiblioteket fyller funktionen att stödja elevernas lärande, det vill säga används aktivt i utbildningen.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
Skollagens förarbeten förutsätter också att skolbiblioteket är en ”gemensam och ordnad resurs” av information.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
"Det innebär en fysisk lokal där biblioteket finns, till skillnad från till exempel att det finns böcker spridda i olika klassrum.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
"Skolbiblioteket ska också, enligt bibliotekslagen, inte bara rymma böcker utan även ”informationsteknik och andra medier”.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
"Biblioteket ska även tillgodose behov av material för utbildningen, stimulera elevernas intresse för läsning och litteratur samt bidra till deras språkutveckling.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Detta ställer krav på såväl facklitteratur som skönlitteratur.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
"2.2.4 Kommunala grundskolor i Sollentuna I Sollentuna kommun arbetar alla pedagoger för att uppmuntra elevernas läslust genom att i samarbete med skolbiblioteksansvariga välja ut, tillgängliggöra och introducera olika slags litteratur, tidskrifter och andra medier, såväl tryckta som digitala både för att användas i undervisning och uppmuntra till egen läsning i och utanför skolan.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"Medie och informationskunnighet (digital kompetens) är Sollentunas pedagoger väl förtrogna med och arbetar för att utveckla elevernas förhållningssätt när det gäller att söka, värdera och använda information.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
"2.2.4.1 Skolbibliotek i Sollentuna kommun Fyra skolor har verksamhet för Förskoleklass till och med årskurs 6 Eriksbergsskolan (160 elever), Kärrdalsskolan (300 elever), Rösjöskolan (410 elever) och Vaxmoraskolan (380 elever).","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Sollentuna,Stockholm,2020–2023,11
"Dessa mindre enheter har alla någon form av bokrum med tillgång till eböcker, fack och skönlitteratur och digitala böcker.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Sollentuna,Stockholm,2020–2023,12
Alla har en pedagog som på en del av sin tjänst ansvarar för bokrummets/skolbibliotekets struktur och ordning.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Sollentuna,Stockholm,2020–2023,13
Alla elever besöker folkbiblioteket eller något av Arenabiblioteken regelbundet tillsammans med sina lärare.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Sollentuna,Stockholm,2020–2023,14
"Tio skolor spänner över alla stadier, förskoleklass till och med årskurs 9 Gärdesskolan (620 elever), Tegelhagens skola (670 elever), Helenelundsskolan (960 elever), Häggviks skolor (520 elever), Runbacka skolor (570 elever), Sollentuna International School (SIS) (300 elever), Sofielundsskolan (630 elever), Brageskolan Tal och språkcentrum (88","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Sollentuna,Stockholm,2020–2023,15
"Sollentuna kommun / 20191008  elever), GillboGröndalsskolan (590 elever) samt Silverdalsskolan (540 elever).","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
Tre skolor har lite olika stadier Töjnaskolan har verksamhet för förskoleklass till och med årskurs 7.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
